;X;CODE;codeplas;plasnaam;SBZ;meetnet;HabtypeSel;HabtypeVel;INSIDE_X;INSIDE_Y;LabSampleID;FieldSampleID;FieldObserver;FieldSampleRemark;FieldSamplingDate;Component;LIMSAnalysisName;Unit;AquaComponent;AquaUnit;ResultNumeric;ResultFormatted;ResultFormattedNumeric;IsBelowLOQ;IsAboveLOQ;IsCalc;ResultCalc;label
237;37203;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;23-008681;WVLDIK0133_ZP;Jo Packet;EMPTY;23/10/2023;WD.VELD;VELDMETING_W;M;WD_veld;m;0,85;0.85;0,85;FALSE;FALSE;FALSE;0,85;WD_veld (m)
238;37204;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;23-008682;WVLDIK0133_R;Jo Packet;EMPTY;23/10/2023;TEMP.VELD;VELDMETING_W;°C;T_veld;°C;14,2;14.2;14,2;FALSE;FALSE;FALSE;14,2;T_veld (°C)
239;37205;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;23-008682;WVLDIK0133_R;Jo Packet;EMPTY;23/10/2023;pH.VELD;VELDMETING_W;-;pH_veld;-;7,84;7.84;7,84;FALSE;FALSE;FALSE;7,84;pH_veld (-)
240;37206;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;23-008682;WVLDIK0133_R;Jo Packet;EMPTY;23/10/2023;EC25.VELD;VELDMETING_W;µS/cm;EGV25_veld;µS/cm;912;912;912;FALSE;FALSE;FALSE;912;EGV25_veld (µS/cm)
241;37207;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;23-008682;WVLDIK0133_R;Jo Packet;EMPTY;23/10/2023;O2.VELD;VELDMETING_W;mg/L;O2_veld;mg/L;5,74;5.74;5,74;FALSE;FALSE;FALSE;5,74;O2_veld (mg/L)
242;37208;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;23-008682;WVLDIK0133_R;Jo Packet;EMPTY;23/10/2023;SAL.VELD;VELDMETING_W;g/kg;sal_veld;g/kg;0,4;0.4;0,4;FALSE;FALSE;FALSE;0,4;sal_veld (g/kg)
243;37209;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;23-008682;WVLDIK0133_R;Jo Packet;EMPTY;23/10/2023;SAT.VELD;VELDMETING_W;%;O2verz;%;56,3;56.3;56,3;FALSE;FALSE;FALSE;56,3;O2verz (%)
244;37210;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;23-008682;WVLDIK0133_R;Jo Packet;EMPTY;23/10/2023;SD.VELD;VELDMETING_W;M;SD_veld;M;0,85;0.85;0,85;FALSE;FALSE;FALSE;0,85;SD_veld (M)
245;37211;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;23-008682;WVLDIK0133_R;Jo Packet;EMPTY;23/10/2023;WD.VELD;VELDMETING_W;M;WD_veld;m;0,85;0.85;0,85;FALSE;FALSE;FALSE;0,85;WD_veld (m)
246;38048;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001176;WVLDIK0133_ZP;Wannes Dermaut;EMPTY;22/01/2024;ZS.550;ZS_FILT_550;g/L;ZS_550;g/L;0,0058;<0.025;0,025;TRUE;FALSE;FALSE;0,0125;ZS_550 (g/L)
247;38049;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001176;WVLDIK0133_ZP;Wannes Dermaut;EMPTY;22/01/2024;T.KATION;QC_IONENBALANS;meq/L;T_kation;meq/L;8,95103074;89.510;8,951;FALSE;FALSE;FALSE;8,951;T_kation (meq/L)
248;38050;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001176;WVLDIK0133_ZP;Wannes Dermaut;EMPTY;22/01/2024;T.ANION;QC_IONENBALANS;meq/L;T_anion;meq/L;8,840631563;88.406;8,8406;FALSE;FALSE;FALSE;8,8406;T_anion (meq/L)
249;38051;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001176;WVLDIK0133_ZP;Wannes Dermaut;EMPTY;22/01/2024;VERSCHIL.IC.ABS;QC_IONENBALANS;meq/L;verschil_IC_abs;meq/L;0,11043074;0.110;0,11;FALSE;FALSE;FALSE;0,11;verschil_IC_abs (meq/L)
250;38052;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001176;WVLDIK0133_ZP;Wannes Dermaut;EMPTY;22/01/2024;VERSCHIL.IC.PROC;QC_IONENBALANS;%;verschil_IC_proc;%;0,620688153;0.6;0,6;FALSE;FALSE;FALSE;0,6;verschil_IC_proc (%)
251;38053;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001176;WVLDIK0133_ZP;Wannes Dermaut;EMPTY;22/01/2024;EC.MEAS;QC_GELEIDBAARHEID;µS/cm;EGV_labo;µS/cm;919,2;919.20;919,2;FALSE;FALSE;FALSE;919,2;EGV_labo (µS/cm)
252;38054;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001176;WVLDIK0133_ZP;Wannes Dermaut;EMPTY;22/01/2024;EC.CALC;QC_GELEIDBAARHEID;µS/cm;EGV_calc;µS/cm;858,7601402;858.76;858,76;FALSE;FALSE;FALSE;858,76;EGV_calc (µS/cm)
253;38055;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001176;WVLDIK0133_ZP;Wannes Dermaut;EMPTY;22/01/2024;VERSCHIL.EC.ABS;QC_GELEIDBAARHEID;µS/cm;verschil_EGV_abs;µS/cm;60,44;60.44;60,44;FALSE;FALSE;FALSE;60,44;verschil_EGV_abs (µS/cm)
254;38056;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001176;WVLDIK0133_ZP;Wannes Dermaut;EMPTY;22/01/2024;VERSCHIL.EC.PROC;QC_GELEIDBAARHEID;%;verschil_EGV_proc;%;6,575282855;6.58;6,58;FALSE;FALSE;FALSE;6,58;verschil_EGV_proc (%)
255;38057;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001175;WVLDIK0133_R;Wannes Dermaut;EMPTY;22/01/2024;TEMP.VELD;VELDMETING_W;°C;T_veld;°C;6,1;6.1;6,1;FALSE;FALSE;FALSE;6,1;T_veld (°C)
256;38058;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001175;WVLDIK0133_R;Wannes Dermaut;EMPTY;22/01/2024;pH.VELD;VELDMETING_W;-;pH_veld;-;8,079;8.079;8,079;FALSE;FALSE;FALSE;8,079;pH_veld (-)
257;38059;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001175;WVLDIK0133_R;Wannes Dermaut;EMPTY;22/01/2024;EC25.VELD;VELDMETING_W;µS/cm;EGV25_veld;µS/cm;936;936;936;FALSE;FALSE;FALSE;936;EGV25_veld (µS/cm)
258;38060;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001175;WVLDIK0133_R;Wannes Dermaut;EMPTY;22/01/2024;O2.VELD;VELDMETING_W;mg/L;O2_veld;mg/L;11,77;11.77;11,77;FALSE;FALSE;FALSE;11,77;O2_veld (mg/L)
259;38061;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001175;WVLDIK0133_R;Wannes Dermaut;EMPTY;22/01/2024;SAL.VELD;VELDMETING_W;g/kg;sal_veld;g/kg;0,4;0.4;0,4;FALSE;FALSE;FALSE;0,4;sal_veld (g/kg)
260;38062;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001175;WVLDIK0133_R;Wannes Dermaut;EMPTY;22/01/2024;SAT.VELD;VELDMETING_W;%;O2verz;%;95;95.0;95;FALSE;FALSE;FALSE;95;O2verz (%)
261;38063;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001175;WVLDIK0133_R;Wannes Dermaut;EMPTY;22/01/2024;SD.VELD;VELDMETING_W;M;SD_veld;M;1,22;1.22;1,22;FALSE;FALSE;FALSE;1,22;SD_veld (M)
262;38064;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001175;WVLDIK0133_R;Wannes Dermaut;EMPTY;22/01/2024;WD.VELD;VELDMETING_W;M;WD_veld;m;10,5;10.50;10,5;FALSE;FALSE;FALSE;10,5;WD_veld (m)
263;38065;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001176;WVLDIK0133_ZP;Wannes Dermaut;EMPTY;22/01/2024;TEMP.VELD;VELDMETING_W;°C;T_veld;°C;4,6;4.6;4,6;FALSE;FALSE;FALSE;4,6;T_veld (°C)
264;38066;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001176;WVLDIK0133_ZP;Wannes Dermaut;EMPTY;22/01/2024;pH.VELD;VELDMETING_W;-;pH_veld;-;8,125;8.125;8,125;FALSE;FALSE;FALSE;8,125;pH_veld (-)
265;38067;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001176;WVLDIK0133_ZP;Wannes Dermaut;EMPTY;22/01/2024;EC25.VELD;VELDMETING_W;µS/cm;EGV25_veld;µS/cm;933;933;933;FALSE;FALSE;FALSE;933;EGV25_veld (µS/cm)
266;38068;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001176;WVLDIK0133_ZP;Wannes Dermaut;EMPTY;22/01/2024;O2.VELD;VELDMETING_W;mg/L;O2_veld;mg/L;11,91;11.91;11,91;FALSE;FALSE;FALSE;11,91;O2_veld (mg/L)
267;38069;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001176;WVLDIK0133_ZP;Wannes Dermaut;EMPTY;22/01/2024;SAL.VELD;VELDMETING_W;g/kg;sal_veld;g/kg;0,4;0.4;0,4;FALSE;FALSE;FALSE;0,4;sal_veld (g/kg)
268;38070;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001176;WVLDIK0133_ZP;Wannes Dermaut;EMPTY;22/01/2024;SAT.VELD;VELDMETING_W;%;O2verz;%;92,4;92.4;92,4;FALSE;FALSE;FALSE;92,4;O2verz (%)
269;38071;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001176;WVLDIK0133_ZP;Wannes Dermaut;EMPTY;22/01/2024;SD.VELD;VELDMETING_W;M;SD_veld;M;1,22;1.22;1,22;FALSE;FALSE;FALSE;1,22;SD_veld (M)
270;38072;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001176;WVLDIK0133_ZP;Wannes Dermaut;EMPTY;22/01/2024;WD.VELD;VELDMETING_W;M;WD_veld;m;10,5;10.50;10,5;FALSE;FALSE;FALSE;10,5;WD_veld (m)
271;38732;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;23-008689;WVLDIK0133_ZP;Jo Packet;EMPTY;13/11/2023;T.ANION;QC_IONENBALANS;meq/L;T_anion;meq/L;8,63376022;86.338;8,6338;FALSE;FALSE;FALSE;8,6338;T_anion (meq/L)
272;38733;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;23-008689;WVLDIK0133_ZP;Jo Packet;EMPTY;13/11/2023;VERSCHIL.IC.ABS;QC_IONENBALANS;meq/L;verschil_IC_abs;meq/L;0,046890185;0.047;0,047;FALSE;FALSE;FALSE;0,047;verschil_IC_abs (meq/L)
273;38734;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;23-008689;WVLDIK0133_ZP;Jo Packet;EMPTY;13/11/2023;VERSCHIL.IC.PROC;QC_IONENBALANS;%;verschil_IC_proc;%;0,270815325;0.3;0,3;FALSE;FALSE;FALSE;0,3;verschil_IC_proc (%)
274;38735;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;23-008689;WVLDIK0133_ZP;Jo Packet;EMPTY;13/11/2023;EC.MEAS;QC_GELEIDBAARHEID;µS/cm;EGV_labo;µS/cm;909,6;909.60;909,6;FALSE;FALSE;FALSE;909,6;EGV_labo (µS/cm)
275;38736;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;23-008689;WVLDIK0133_ZP;Jo Packet;EMPTY;13/11/2023;EC.CALC;QC_GELEIDBAARHEID;µS/cm;EGV_calc;µS/cm;848,893021;848.89;848,89;FALSE;FALSE;FALSE;848,89;EGV_calc (µS/cm)
276;38737;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;23-008689;WVLDIK0133_ZP;Jo Packet;EMPTY;13/11/2023;VERSCHIL.EC.ABS;QC_GELEIDBAARHEID;µS/cm;verschil_EGV_abs;µS/cm;60,71;60.71;60,71;FALSE;FALSE;FALSE;60,71;verschil_EGV_abs (µS/cm)
277;38738;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;23-008689;WVLDIK0133_ZP;Jo Packet;EMPTY;13/11/2023;VERSCHIL.EC.PROC;QC_GELEIDBAARHEID;%;verschil_EGV_proc;%;6,674362357;6.67;6,67;FALSE;FALSE;FALSE;6,67;verschil_EGV_proc (%)
278;38739;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;23-008688;WVLDIK0133_R;Jo Packet;EMPTY;13/11/2023;TEMP.VELD;VELDMETING_W;°C;T_veld;°C;11,3;11.3;11,3;FALSE;FALSE;FALSE;11,3;T_veld (°C)
279;38740;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;23-008688;WVLDIK0133_R;Jo Packet;EMPTY;13/11/2023;pH.VELD;VELDMETING_W;-;pH_veld;-;7,783;7.783;7,783;FALSE;FALSE;FALSE;7,783;pH_veld (-)
280;38741;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;23-008688;WVLDIK0133_R;Jo Packet;EMPTY;13/11/2023;EC25.VELD;VELDMETING_W;µS/cm;EGV25_veld;µS/cm;903;903;903;FALSE;FALSE;FALSE;903;EGV25_veld (µS/cm)
281;38742;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;23-008688;WVLDIK0133_R;Jo Packet;EMPTY;13/11/2023;O2.VELD;VELDMETING_W;mg/L;O2_veld;mg/L;8,72;8.72;8,72;FALSE;FALSE;FALSE;8,72;O2_veld (mg/L)
282;38743;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;23-008688;WVLDIK0133_R;Jo Packet;EMPTY;13/11/2023;SAL.VELD;VELDMETING_W;g/kg;sal_veld;g/kg;0,4;0.4;0,4;FALSE;FALSE;FALSE;0,4;sal_veld (g/kg)
283;38744;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;23-008688;WVLDIK0133_R;Jo Packet;EMPTY;13/11/2023;SAT.VELD;VELDMETING_W;%;O2verz;%;81,6;81.6;81,6;FALSE;FALSE;FALSE;81,6;O2verz (%)
284;38745;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;23-008689;WVLDIK0133_ZP;Jo Packet;EMPTY;13/11/2023;TEMP.VELD;VELDMETING_W;°C;T_veld;°C;10,6;10.6;10,6;FALSE;FALSE;FALSE;10,6;T_veld (°C)
285;38746;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;23-008689;WVLDIK0133_ZP;Jo Packet;EMPTY;13/11/2023;pH.VELD;VELDMETING_W;-;pH_veld;-;7,795;7.795;7,795;FALSE;FALSE;FALSE;7,795;pH_veld (-)
286;38747;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;23-008689;WVLDIK0133_ZP;Jo Packet;EMPTY;13/11/2023;EC25.VELD;VELDMETING_W;µS/cm;EGV25_veld;µS/cm;905;905;905;FALSE;FALSE;FALSE;905;EGV25_veld (µS/cm)
287;38748;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;23-008689;WVLDIK0133_ZP;Jo Packet;EMPTY;13/11/2023;O2.VELD;VELDMETING_W;mg/L;O2_veld;mg/L;9,27;9.27;9,27;FALSE;FALSE;FALSE;9,27;O2_veld (mg/L)
288;38749;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;23-008689;WVLDIK0133_ZP;Jo Packet;EMPTY;13/11/2023;SAL.VELD;VELDMETING_W;g/kg;sal_veld;g/kg;0,4;0.4;0,4;FALSE;FALSE;FALSE;0,4;sal_veld (g/kg)
289;38750;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;23-008689;WVLDIK0133_ZP;Jo Packet;EMPTY;13/11/2023;SAT.VELD;VELDMETING_W;%;O2verz;%;84,7;84.7;84,7;FALSE;FALSE;FALSE;84,7;O2verz (%)
290;133556;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001182;WVLDIK0133_R;Wannes Dermout;EMPTY;19/02/2024;pH.25;PHH2O_TIT_W;-;pH_labo;-;8,38;8.38;8,38;FALSE;FALSE;FALSE;8,38;pH_labo (-)
291;133557;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001182;WVLDIK0133_R;Wannes Dermout;EMPTY;19/02/2024;EC.25;EC_TIT_W;µS/cm;EGV_tit;µS/cm;910,4;910.40;910,4;FALSE;FALSE;FALSE;910,4;EGV_tit (µS/cm)
292;133558;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001182;WVLDIK0133_R;Wannes Dermout;EMPTY;19/02/2024;HCO3;ALK_OEP_W;mg/L;HCO3_OEP;mg/L;209,779;209.78;209,78;FALSE;FALSE;FALSE;209,78;HCO3_OEP (mg/L)
293;133559;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001182;WVLDIK0133_R;Wannes Dermout;EMPTY;19/02/2024;CO3;ALK_OEP_W;mg/L;CO3;mg/L;0;<1.20;1,2;TRUE;FALSE;FALSE;0,6;CO3 (mg/L)
294;133560;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001182;WVLDIK0133_R;Wannes Dermout;EMPTY;19/02/2024;OH;ALK_OEP_W;mg/L;OH;mg/L;0;<0.36;0,36;TRUE;FALSE;FALSE;0,18;OH (mg/L)
295;133561;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001182;WVLDIK0133_R;Wannes Dermout;EMPTY;19/02/2024;Cl;IC_ANIONEN;mg/L;Cl;mg/L;149,6853;149.69;149,69;FALSE;FALSE;FALSE;149,69;Cl (mg/L)
296;133562;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001182;WVLDIK0133_R;Wannes Dermout;EMPTY;19/02/2024;NO2;IC_ANIONEN;mg/L;NO2;mg/L;0,0456;0.05;0,05;FALSE;FALSE;FALSE;0,05;NO2 (mg/L)
297;133563;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001182;WVLDIK0133_R;Wannes Dermout;EMPTY;19/02/2024;NO3;IC_ANIONEN;mg/L;NO3;mg/L;4,544;4.54;4,54;FALSE;FALSE;FALSE;4,54;NO3 (mg/L)
298;133564;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001182;WVLDIK0133_R;Wannes Dermout;EMPTY;19/02/2024;SO4;IC_ANIONEN;mg/L;SO4;mg/L;48,8068;48.81;48,81;FALSE;FALSE;FALSE;48,81;SO4 (mg/L)
299;133565;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001182;WVLDIK0133_R;Wannes Dermout;EMPTY;19/02/2024;PO4;IC_ANIONEN;mg/L;PO4;mg/L;0,7848;0.78;0,78;FALSE;FALSE;FALSE;0,78;PO4 (mg/L)
300;133566;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001182;WVLDIK0133_R;Wannes Dermout;EMPTY;19/02/2024;Na;IC_KATIONEN;mg/L;Na;mg/L;99,8379;99.84;99,84;FALSE;FALSE;FALSE;99,84;Na (mg/L)
301;133567;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001182;WVLDIK0133_R;Wannes Dermout;EMPTY;19/02/2024;NH4;IC_KATIONEN;mg/L;NH4;mg/L;0,3801;0.38;0,38;FALSE;FALSE;FALSE;0,38;NH4 (mg/L)
302;133568;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001182;WVLDIK0133_R;Wannes Dermout;EMPTY;19/02/2024;K;IC_KATIONEN;mg/L;K;mg/L;17,7401;17.74;17,74;FALSE;FALSE;FALSE;17,74;K (mg/L)
303;133569;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001182;WVLDIK0133_R;Wannes Dermout;EMPTY;19/02/2024;Mg;IC_KATIONEN;mg/L;Mg;mg/L;21,961;21.96;21,96;FALSE;FALSE;FALSE;21,96;Mg (mg/L)
304;133570;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001182;WVLDIK0133_R;Wannes Dermout;EMPTY;19/02/2024;Ca;IC_KATIONEN;mg/L;Ca;mg/L;46,9803;46.98;46,98;FALSE;FALSE;FALSE;46,98;Ca (mg/L)
305;133571;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001182;WVLDIK0133_R;Wannes Dermout;EMPTY;19/02/2024;Al;ICP_MET_OPT8300_W;mg/L;Al;mg/L;-0,004;<0.05;0,05;TRUE;FALSE;FALSE;0,025;Al (mg/L)
306;133572;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001182;WVLDIK0133_R;Wannes Dermout;EMPTY;19/02/2024;Ca;ICP_MET_OPT8300_W;mg/L;Ca;mg/L;46,768;46.77;46,77;FALSE;FALSE;FALSE;46,77;Ca (mg/L)
307;133573;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001182;WVLDIK0133_R;Wannes Dermout;EMPTY;19/02/2024;Fe;ICP_MET_OPT8300_W;mg/L;Fe;mg/L;0,0026;<0.030;0,03;TRUE;FALSE;FALSE;0,015;Fe (mg/L)
308;133574;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001182;WVLDIK0133_R;Wannes Dermout;EMPTY;19/02/2024;K;ICP_MET_OPT8300_W;mg/L;K;mg/L;17,267;17.27;17,27;FALSE;FALSE;FALSE;17,27;K (mg/L)
309;133575;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001182;WVLDIK0133_R;Wannes Dermout;EMPTY;19/02/2024;Mg;ICP_MET_OPT8300_W;mg/L;Mg;mg/L;21,756;21.76;21,76;FALSE;FALSE;FALSE;21,76;Mg (mg/L)
310;133576;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001182;WVLDIK0133_R;Wannes Dermout;EMPTY;19/02/2024;Mn;ICP_MET_OPT8300_W;mg/L;Mn;mg/L;0,0038;<0.005;0,005;TRUE;FALSE;FALSE;0,0025;Mn (mg/L)
311;133577;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001182;WVLDIK0133_R;Wannes Dermout;EMPTY;19/02/2024;Na;ICP_MET_OPT8300_W;mg/L;Na;mg/L;100,74;100.74;100,74;FALSE;FALSE;FALSE;100,74;Na (mg/L)
312;133578;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001182;WVLDIK0133_R;Wannes Dermout;EMPTY;19/02/2024;P;ICP_MET_OPT8300_W;mg/L;P;mg/L;0,3219;0.32;0,32;FALSE;FALSE;FALSE;0,32;P (mg/L)
313;133579;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001182;WVLDIK0133_R;Wannes Dermout;EMPTY;19/02/2024;S;ICP_MET_OPT8300_W;mg/L;S;mg/L;16,146;16.15;16,15;FALSE;FALSE;FALSE;16,15;S (mg/L)
314;133580;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001182;WVLDIK0133_R;Wannes Dermout;EMPTY;19/02/2024;Si;ICP_MET_OPT8300_W;mg/L;Si;mg/L;2,2448;2.24;2,24;FALSE;FALSE;FALSE;2,24;Si (mg/L)
315;133581;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001182;WVLDIK0133_R;Wannes Dermout;EMPTY;19/02/2024;T.P;P_TOT_L_ICP_W;mg/L;TP;mg/L;0,3689;0.3689;0,3689;FALSE;FALSE;FALSE;0,3689;TP (mg/L)
316;133582;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001182;WVLDIK0133_R;Wannes Dermout;EMPTY;19/02/2024;CHL.A;CHLA_SPECTRO;µg/l;chl_a;µg/l;84,138;84.1;84,1;FALSE;FALSE;FALSE;84,1;chl_a (µg/l)
317;133583;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001182;WVLDIK0133_R;Wannes Dermout;EMPTY;19/02/2024;Faeofytine;CHLA_SPECTRO;µg/l;faeo;µg/l;18,7886;18.8;18,8;FALSE;FALSE;FALSE;18,8;faeo (µg/l)
318;133584;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001182;WVLDIK0133_R;Wannes Dermout;EMPTY;19/02/2024;ZS.105;ZS_FILT_105;g/L;ZS_105;g/L;0,0115;<0.025;0,025;TRUE;FALSE;FALSE;0,0125;ZS_105 (g/L)
319;133585;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001182;WVLDIK0133_R;Wannes Dermout;EMPTY;19/02/2024;ZS.550;ZS_FILT_550;g/L;ZS_550;g/L;0,0115;<0.025;0,025;TRUE;FALSE;FALSE;0,0125;ZS_550 (g/L)
320;133586;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001182;WVLDIK0133_R;Wannes Dermout;EMPTY;19/02/2024;T.KATION;QC_IONENBALANS;meq/L;T_kation;meq/L;8,969864189;89.699;8,9699;FALSE;FALSE;FALSE;8,9699;T_kation (meq/L)
321;133587;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001182;WVLDIK0133_R;Wannes Dermout;EMPTY;19/02/2024;T.ANION;QC_IONENBALANS;meq/L;T_anion;meq/L;8,7742545;87.743;8,7743;FALSE;FALSE;FALSE;8,7743;T_anion (meq/L)
322;133588;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001182;WVLDIK0133_R;Wannes Dermout;EMPTY;19/02/2024;VERSCHIL.IC.ABS;QC_IONENBALANS;meq/L;verschil_IC_abs;meq/L;0,195564189;0.196;0,196;FALSE;FALSE;FALSE;0,196;verschil_IC_abs (meq/L)
323;133589;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001182;WVLDIK0133_R;Wannes Dermout;EMPTY;19/02/2024;VERSCHIL.IC.PROC;QC_IONENBALANS;%;verschil_IC_proc;%;1,10213526;1.1;1,1;FALSE;FALSE;FALSE;1,1;verschil_IC_proc (%)
324;133590;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001182;WVLDIK0133_R;Wannes Dermout;EMPTY;19/02/2024;EC.MEAS;QC_GELEIDBAARHEID;µS/cm;EGV_labo;µS/cm;910,4;910.40;910,4;FALSE;FALSE;FALSE;910,4;EGV_labo (µS/cm)
325;133591;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001182;WVLDIK0133_R;Wannes Dermout;EMPTY;19/02/2024;EC.CALC;QC_GELEIDBAARHEID;µS/cm;EGV_calc;µS/cm;855,6314188;855.63;855,63;FALSE;FALSE;FALSE;855,63;EGV_calc (µS/cm)
